<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.03.29	04:30:00	1327.34	1327.79	1326.96	1327.57	2974	0	6
2018.03.29	04:45:00	1327.57	1327.93	1327.16	1327.16	2977	0	6
2018.03.29	05:00:00	1327.20	1327.83	1327.06	1327.67	2301	0	6
2018.03.29	05:15:00	1327.69	1328.22	1327.62	1328.04	2424	0	6
2018.03.29	05:30:00	1328.00	1328.20	1327.24	1327.56	2206	0	6
2018.03.29	05:45:00	1327.56	1328.03	1327.44	1327.58	2095	0	6
2018.03.29	06:00:00	1327.58	1327.89	1326.92	1326.94	1829	0	6
2018.03.29	06:15:00	1326.95	1327.58	1326.93	1327.38	1894	0	6
2018.03.29	06:30:00	1327.38	1327.63	1327.12	1327.43	1842	0	6
2018.03.29	06:45:00	1327.43	1327.67	1327.25	1327.56	1211	0	6
2018.03.29	07:00:00	1327.56	1328.18	1327.42	1327.94	2067	0	6
2018.03.29	07:15:00	1327.94	1328.01	1327.44	1327.51	1341	0	8
2018.03.29	07:30:00	1327.50	1327.53	1327.14	1327.46	1460	0	8
2018.03.29	07:45:00	1327.47	1327.98	1327.46	1327.87	2005	0	6
2018.03.29	08:00:00	1327.87	1327.95	1327.19	1327.29	1488	0	6
2018.03.29	08:15:00	1327.30	1327.95	1327.20	1327.67	1746	0	6
2018.03.29	08:30:00	1327.68	1328.24	1327.44	1328.02	2623	0	6
2018.03.29	08:45:00	1328.03	1328.36	1327.78	1328.21	1787	0	4
2018.03.29	09:00:00	1328.21	1328.27	1324.81	1325.54	4168	0	4
2018.03.29	09:15:00	1325.53	1325.86	1324.87	1325.51	3880	0	4
2018.03.29	09:30:00	1325.50	1325.78	1323.03	1323.71	4392	0	4
2018.03.29	09:45:00	1323.70	1324.13	1322.93	1323.18	4482	0	4
2018.03.29	10:00:00	1323.11	1324.66	1322.98	1324.55	4064	0	4
2018.03.29	10:15:00	1324.55	1325.24	1324.40	1325.24	2681	0	4
2018.03.29	10:30:00	1325.24	1325.74	1323.97	1324.42	4187	0	4
2018.03.29	10:45:00	1324.42	1325.05	1323.62	1324.81	3564	0	4
2018.03.29	11:00:00	1324.81	1325.26	1324.03	1324.52	3300	0	4
2018.03.29	11:15:00	1324.52	1324.73	1323.94	1324.54	2796	0	4
2018.03.29	11:30:00	1324.54	1325.04	1324.50	1324.96	2566	0	4
2018.03.29	11:45:00	1324.96	1325.15	1324.18	1324.25	1656	0	4
2018.03.29	12:00:00	1324.26	1324.44	1324.03	1324.19	2311	0	4
2018.03.29	12:15:00	1324.20	1324.59	1324.06	1324.09	2286	0	4
2018.03.29	12:30:00	1324.15	1324.30	1323.30	1323.44	2335	0	4
2018.03.29	12:45:00	1323.43	1324.30	1323.30	1324.24	2594	0	4
2018.03.29	13:00:00	1324.21	1324.23	1323.60	1323.87	2241	0	4
2018.03.29	13:15:00	1323.86	1323.87	1323.27	1323.58	1808	0	4
2018.03.29	13:30:00	1323.58	1324.29	1323.57	1323.91	1684	0	4
2018.03.29	13:45:00	1323.91	1325.28	1323.91	1325.10	2709	0	4
2018.03.29	14:00:00	1325.09	1326.59	1324.91	1326.12	3585	0	4
2018.03.29	14:15:00	1326.11	1326.33	1325.17	1325.99	3078	0	4
2018.03.29	14:30:00	1325.99	1326.38	1325.64	1325.67	2833	0	4
2018.03.29	14:45:00	1325.67	1326.22	1325.02	1325.21	3194	0	4
2018.03.29	15:00:00	1325.14	1325.67	1325.01	1325.31	3401	0	4
2018.03.29	15:15:00	1325.30	1325.49	1323.49	1323.82	4269	0	4
2018.03.29	15:30:00	1323.82	1324.37	1321.46	1322.82	6805	0	4
2018.03.29	15:45:00	1322.80	1323.03	1321.97	1322.88	4614	0	4
2018.03.29	16:00:00	1322.86	1324.29	1322.69	1323.24	4507	0	4
2018.03.29	16:15:00	1323.25	1323.30	1321.66	1322.36	3667	0	4
2018.03.29	16:30:00	1322.39	1325.28	1322.36	1323.42	8184	0	4
2018.03.29	16:45:00	1323.40	1324.14	1322.62	1322.81	5817	0	4
2018.03.29	17:00:00	1322.76	1324.00	1322.54	1323.43	6707	0	4
2018.03.29	17:15:00	1323.43	1323.46	1322.28	1323.19	4857	0	4
2018.03.29	17:30:00	1323.15	1324.13	1322.13	1322.87	6338	0	4
2018.03.29	17:45:00	1322.87	1323.18	1321.98	1322.44	7579	0	4
2018.03.29	18:00:00	1322.49	1323.83	1322.29	1323.38	7599	0	4
2018.03.29	18:15:00	1323.38	1323.91	1322.18	1322.26	5477	0	4
2018.03.29	18:30:00	1322.25	1322.61	1321.21	1322.25	5146	0	4
2018.03.29	18:45:00	1322.25	1322.88	1321.78	1322.59	4003	0	4
2018.03.29	19:00:00	1322.58	1323.63	1322.55	1323.35	4606	0	4
2018.03.29	19:15:00	1323.35	1323.83	1323.24	1323.30	3375	0	4
2018.03.29	19:30:00	1323.30	1323.63	1322.56	1322.78	3453	0	4
2018.03.29	19:45:00	1322.83	1323.19	1322.28	1322.97	4098	0	4
2018.03.29	20:00:00	1322.96	1323.09	1321.99	1322.55	3987	0	4
2018.03.29	20:15:00	1322.59	1323.41	1322.17	1323.02	3972	0	4
2018.03.29	20:30:00	1323.03	1323.44	1322.58	1323.28	2391	0	4
2018.03.29	20:45:00	1323.29	1323.54	1322.93	1323.19	2676	0	4
2018.03.29	21:00:00	1323.14	1324.81	1323.13	1324.34	2969	0	4
2018.03.29	21:15:00	1324.33	1324.50	1323.39	1323.68	3029	0	4
2018.03.29	21:30:00	1323.66	1324.06	1323.17	1323.47	2465	0	4
2018.03.29	21:45:00	1323.48	1323.96	1323.22	1323.89	2672	0	4
2018.03.29	22:00:00	1323.89	1324.28	1323.55	1324.26	2545	0	6
2018.03.29	22:15:00	1324.27	1325.16	1324.21	1324.65	2260	0	6
2018.03.29	22:30:00	1324.64	1325.36	1324.57	1324.89	2722	0	6
2018.03.29	22:45:00	1324.87	1326.50	1324.82	1326.44	3493	0	6
2018.03.29	23:00:00	1326.42	1326.42	1325.06	1325.13	1333	0	6
2018.03.29	23:15:00	1325.11	1325.21	1324.93	1325.01	801	0	6
2018.03.29	23:30:00	1325.02	1325.02	1324.69	1324.85	682	0	6
2018.03.29	23:45:00	1324.82	1325.38	1324.70	1325.15	709	0	6
2018.04.02	01:00:00	1325.50	1326.63	1325.06	1325.32	2117	0	6
2018.04.02	01:15:00	1325.34	1325.70	1325.22	1325.44	818	0	6
2018.04.02	01:30:00	1325.45	1325.48	1324.84	1325.17	804	0	6
2018.04.02	01:45:00	1325.18	1326.28	1325.16	1326.20	934	0	6
2018.04.02	02:00:00	1326.20	1327.25	1326.09	1327.04	1426	0	6
2018.04.02	02:15:00	1327.04	1327.37	1326.80	1326.88	895	0	6
2018.04.02	02:30:00	1326.89	1327.53	1326.78	1326.91	1088	0	7
2018.04.02	02:45:00	1326.89	1327.45	1326.35	1326.66	1645	0	6
2018.04.02	03:00:00	1326.65	1326.93	1325.81	1326.24	2755	0	6
2018.04.02	03:15:00	1326.25	1326.75	1326.09	1326.53	2339	0	6
2018.04.02	03:30:00	1326.52	1326.87	1326.01	1326.12	1923	0	6
2018.04.02	03:45:00	1326.13	1326.83	1326.11	1326.73	2622	0	6
2018.04.02	04:00:00	1326.75	1328.76	1326.73	1328.45	4240	0	6
2018.04.02	04:15:00	1328.45	1329.22	1328.00	1329.13	2500	0	6
2018.04.02	04:30:00	1329.13	1330.06	1329.13	1329.60	2587	0	6
2018.04.02	04:45:00	1329.58	1330.16	1329.28	1329.96	2103	0	6
2018.04.02	05:00:00	1329.95	1330.37	1328.93	1329.24	2489	0	6
2018.04.02	05:15:00	1329.23	1329.67	1329.16	1329.47	1630	0	6
2018.04.02	05:30:00	1329.47	1329.57	1329.16	1329.22	1726	0	6
2018.04.02	05:45:00	1329.22	1330.06	1329.03	1329.86	1966	0	6
2018.04.02	06:00:00	1329.87	1330.14	1329.74	1330.00	1658	0	6
2018.04.02	06:15:00	1330.00	1330.02	1329.34	1329.41	1311	0	6
2018.04.02	06:30:00	1329.42	1330.01	1329.09	1329.16	1427	0	6
2018.04.02	06:45:00	1329.17	1329.37	1329.01	1329.34	1335	0	6
2018.04.02	07:00:00	1329.34	1329.55	1329.23	1329.34	1198	0	6
2018.04.02	07:15:00	1329.29	1329.67	1329.27	1329.47	1062	0	6
2018.04.02	07:30:00	1329.46	1329.64	1329.27	1329.57	1096	0	8
2018.04.02	07:45:00	1329.58	1329.80	1329.48	1329.54	753	0	6
2018.04.02	08:00:00	1329.55	1329.65	1329.34	1329.49	670	0	8
2018.04.02	08:15:00	1329.48	1329.68	1329.15	1329.16	981	0	7
2018.04.02	08:30:00	1329.16	1329.22	1328.65	1328.87	1901	0	6
2018.04.02	08:45:00	1328.86	1329.57	1328.86	1329.50	1735	0	4
2018.04.02	09:00:00	1329.49	1329.54	1328.51	1328.98	1808	0	4
2018.04.02	09:15:00	1329.02	1329.46	1328.40	1329.43	1886	0	4
2018.04.02	09:30:00	1329.43	1329.83	1329.13	1329.75	1487	0	4
2018.04.02	09:45:00	1329.74	1330.65	1329.44	1330.50	1772	0	4
2018.04.02	10:00:00	1330.49	1331.42	1330.42	1330.91	2741	0	4
2018.04.02	10:15:00	1330.92	1331.40	1330.79	1331.27	1328	0	4
2018.04.02	10:30:00	1331.29	1332.11	1331.23	1332.05	1981	0	4
2018.04.02	10:45:00	1332.06	1332.49	1331.60	1332.13	1792	0	4
2018.04.02	11:00:00	1332.15	1332.24	1331.43	1331.91	1802	0	4
2018.04.02	11:15:00	1331.91	1332.49	1331.20	1332.03	2530	0	4
2018.04.02	11:30:00	1332.03	1332.03	1331.50	1331.60	1093	0	4
2018.04.02	11:45:00	1331.60	1331.97	1331.43	1331.80	871	0	4
2018.04.02	12:00:00	1331.83	1332.05	1331.31	1331.88	1388	0	4
2018.04.02	12:15:00	1331.88	1332.03	1331.52	1331.62	729	0	6
2018.04.02	12:30:00	1331.67	1332.12	1331.67	1331.91	745	0	4
2018.04.02	12:45:00	1331.92	1332.04	1331.71	1331.74	669	0	4
2018.04.02	13:00:00	1331.75	1331.91	1331.43	1331.52	1042	0	4
2018.04.02	13:15:00	1331.53	1331.85	1331.43	1331.85	753	0	5
2018.04.02	13:30:00	1331.86	1332.06	1331.70	1332.02	796	0	4
2018.04.02	13:45:00	1332.06	1332.34	1331.94	1332.30	753	0	4
2018.04.02	14:00:00	1332.31	1332.91	1332.04	1332.88	1819	0	4
2018.04.02	14:15:00	1332.87	1333.26	1332.66	1333.06	1979	0	4
2018.04.02	14:30:00	1333.07	1335.06	1333.05	1333.56	3845	0	4
2018.04.02	14:45:00	1333.55	1333.74	1332.84	1333.53	2375	0	4
2018.04.02	15:00:00	1333.58	1334.53	1333.28	1333.67	3696	0	4
2018.04.02	15:15:00	1333.69	1335.47	1333.46	1334.36	4822	0	4
2018.04.02	15:30:00	1334.40	1334.79	1333.69	1334.59	3208	0	4
2018.04.02	15:45:00	1334.60	1335.49	1334.29	1334.63	4364	0	4
2018.04.02	16:00:00	1334.66	1335.33	1334.22	1335.22	4503	0	4
2018.04.02	16:15:00	1335.23	1336.55	1335.18	1335.65	4805	0	4
2018.04.02	16:30:00	1335.63	1336.01	1333.52	1334.41	6521	0	4
2018.04.02	16:45:00	1334.37	1334.51	1332.67	1334.16	6026	0	4
2018.04.02	17:00:00	1334.24	1334.75	1333.33	1334.70	6684	0	4
2018.04.02	17:15:00	1334.70	1337.12	1334.56	1336.55	7296	0	4
2018.04.02	17:30:00	1336.57	1338.15	1336.57	1336.93	6324	0	4
2018.04.02	17:45:00	1336.92	1337.81	1336.36	1337.25	5527	0	4
2018.04.02	18:00:00	1337.31	1338.99	1336.49	1338.84	7038	0	4
2018.04.02	18:15:00	1338.81	1339.12	1336.89	1336.89	5933	0	4
2018.04.02	18:30:00	1336.93	1337.59	1335.91	1337.50	7004	0	4
2018.04.02	18:45:00	1337.49	1338.67	1337.33	1338.59	5670	0	4
2018.04.02	19:00:00	1338.66	1340.38	1338.36	1339.02	6637	0	4
2018.04.02	19:15:00	1338.98	1339.92	1338.69	1339.23	4553	0	4
2018.04.02	19:30:00	1339.27	1339.37	1337.99	1338.62	3812	0	4
2018.04.02	19:45:00	1338.59	1339.42	1338.26	1339.30	3081	0	4
2018.04.02	20:00:00	1339.29	1340.33	1339.01	1339.68	4061	0	4
2018.04.02	20:15:00	1339.70	1343.12	1339.63	1342.84	6642	0	4
2018.04.02	20:30:00	1342.84	1343.59	1341.67	1343.48	5027	0	4
2018.04.02	20:45:00	1343.53	1344.73	1343.43	1344.47	5425	0	4
2018.04.02	21:00:00	1344.49	1344.95	1343.33	1343.57	4733	0	4
2018.04.02	21:15:00	1343.58	1343.82	1342.84	1342.92	4440	0	4
2018.04.02	21:30:00	1342.91	1343.31	1342.80	1342.85	3690	0	4
2018.04.02	21:45:00	1342.91	1343.40	1341.87	1342.08	4443	0	4
2018.04.02	22:00:00	1342.09	1342.15	1340.59	1340.85	4025	0	6
2018.04.02	22:15:00	1340.86	1341.41	1340.45	1341.28	3594	0	6
2018.04.02	22:30:00	1341.28	1341.52	1340.34	1340.54	3616	0	6
2018.04.02	22:45:00	1340.55	1342.59	1340.28	1342.20	5775	0	6
2018.04.02	23:00:00	1342.18	1342.19	1340.92	1341.16	1577	0	6
2018.04.02	23:15:00	1341.15	1341.90	1340.42	1341.65	1016	0	6
2018.04.02	23:30:00	1341.65	1341.72	1341.29	1341.40	771	0	6
2018.04.02	23:45:00	1341.42	1341.62	1340.94	1341.29	907	0	6
2018.04.03	01:00:00	1340.44	1341.33	1339.92	1340.09	1335	0	9
2018.04.03	01:15:00	1340.08	1340.22	1339.75	1339.85	895	0	6
2018.04.03	01:30:00	1339.86	1340.16	1339.65	1340.10	955	0	8
2018.04.03	01:45:00	1340.09	1340.39	1340.01	1340.31	538	0	10
2018.04.03	02:00:00	1340.30	1341.41	1340.30	1341.35	1255	0	6
2018.04.03	02:15:00	1341.34	1341.77	1341.10	1341.27	866	0	7
2018.04.03	02:30:00	1341.26	1341.83	1341.26	1341.83	1129	0	6
2018.04.03	02:45:00	1341.87	1342.21	1341.47	1341.60	1432	0	6
2018.04.03	03:00:00	1341.59	1342.40	1341.34	1341.53	2699	0	6
2018.04.03	03:15:00	1341.53	1342.50	1341.24	1341.97	2725	0	6
2018.04.03	03:30:00	1341.95	1342.30	1341.15	1341.68	2155	0	6
2018.04.03	03:45:00	1341.68	1341.68	1340.53	1340.81	2330	0	6
2018.04.03	04:00:00	1340.84	1340.84	1339.77	1340.46	3290	0	6
2018.04.03	04:15:00	1340.48	1340.60	1338.04	1338.08	3627	0	6
2018.04.03	04:30:00	1338.05	1338.68	1337.43	1338.06	3695	0	6
2018.04.03	04:45:00	1338.07	1338.77	1337.28	1338.73	2860	0	6
2018.04.03	05:00:00	1338.71	1339.87	1338.51	1339.34	2508	0	6
2018.04.03	05:15:00	1339.35	1339.35	1338.84	1339.07	1934	0	6
2018.04.03	05:30:00	1339.07	1339.23	1338.07	1338.22	2320	0	6
2018.04.03	05:45:00	1338.19	1338.87	1338.04	1338.74	1741	0	6
2018.04.03	06:00:00	1338.73	1339.48	1338.61	1339.11	1752	0	6
2018.04.03	06:15:00	1339.10	1339.17	1338.43	1338.72	1442	0	6
2018.04.03	06:30:00	1338.73	1338.78	1338.27	1338.61	1823	0	6
2018.04.03	06:45:00	1338.62	1338.89	1337.92	1338.00	1217	0	6
2018.04.03	07:00:00	1338.01	1338.05	1337.44	1337.66	2083	0	6
2018.04.03	07:15:00	1337.66	1338.13	1337.65	1337.88	1219	0	7
2018.04.03	07:30:00	1337.87	1338.54	1337.78	1338.23	1718	0	7
2018.04.03	07:45:00	1338.24	1338.53	1338.14	1338.42	922	0	6
2018.04.03	08:00:00	1338.42	1338.54	1337.98	1338.10	1348	0	6
2018.04.03	08:15:00	1338.11	1338.28	1337.65	1338.28	1959	0	7
2018.04.03	08:30:00	1338.27	1339.36	1338.22	1339.09	2734	0	6
2018.04.03	08:45:00	1339.10	1339.65	1338.51	1339.47	2637	0	4
2018.04.03	09:00:00	1339.44	1340.14	1339.05	1340.09	3439	0	4
2018.04.03	09:15:00	1340.09	1340.17	1339.54	1340.01	3644	0	4
2018.04.03	09:30:00	1340.02	1340.75	1339.71	1340.71	3641	0	4
2018.04.03	09:45:00	1340.71	1342.07	1340.49	1341.11	5089	0	4
2018.04.03	10:00:00	1341.16	1341.16	1339.43	1339.92	4446	0	4
2018.04.03	10:15:00	1339.91	1340.51	1339.05	1339.13	3506	0	4
2018.04.03	10:30:00	1339.13	1339.23	1337.74	1338.35	4635	0	4
2018.04.03	10:45:00	1338.33	1338.69	1338.08	1338.56	3017	0	4
2018.04.03	11:00:00	1338.56	1338.69	1336.54	1336.74	5183	0	4
2018.04.03	11:15:00	1336.71	1337.61	1336.41	1337.59	3439	0	4
2018.04.03	11:30:00	1337.59	1338.14	1337.14	1337.49	2773	0	4
2018.04.03	11:45:00	1337.49	1337.67	1336.87	1337.22	2748	0	4
2018.04.03	12:00:00	1337.22	1337.83	1336.91	1336.98	2640	0	4
2018.04.03	12:15:00	1336.99	1337.51	1336.78	1337.06	2570	0	4
2018.04.03	12:30:00	1337.06	1337.25	1336.56	1337.08	2589	0	4
2018.04.03	12:45:00	1337.04	1337.70	1336.97	1337.52	2614	0	4
2018.04.03	13:00:00	1337.56	1338.23	1337.11	1337.90	2793	0	4
2018.04.03	13:15:00	1337.89	1338.68	1337.70	1338.54	2454	0	4
2018.04.03	13:30:00	1338.57	1338.61	1337.18	1337.34	2921	0	4
2018.04.03	13:45:00	1337.34	1337.44	1336.24	1336.49	3960	0	4
2018.04.03	14:00:00	1336.50	1337.17	1336.13	1337.00	4055	0	4
2018.04.03	14:15:00	1337.02	1337.60	1336.70	1337.58	3012	0	4
2018.04.03	14:30:00	1337.58	1337.58	1336.98	1337.37	2779	0	4
2018.04.03	14:45:00	1337.37	1338.09	1337.37	1337.80	2946	0	4
2018.04.03	15:00:00	1337.80	1339.71	1337.39	1339.51	4393	0	4
2018.04.03	15:15:00	1339.51	1341.19	1339.14	1340.01	5064	0	4
2018.04.03	15:30:00	1340.03	1340.12	1338.31	1338.44	4297	0	4
2018.04.03	15:45:00	1338.44	1338.93	1338.11	1338.46	3424	0	4
2018.04.03	16:00:00	1338.51	1338.55	1336.19	1336.47	5507	0	4
2018.04.03	16:15:00	1336.46	1336.46	1333.94	1334.21	7635	0	4
2018.04.03	16:30:00	1334.21	1334.80	1333.25	1334.03	8791	0	4
2018.04.03	16:45:00	1333.99	1335.06	1333.44	1334.12	7183	0	4
2018.04.03	17:00:00	1334.11	1334.44	1332.37	1333.29	8383	0	4
2018.04.03	17:15:00	1333.28	1333.89	1332.97	1333.30	6511	0	4
2018.04.03	17:30:00	1333.30	1333.47	1330.85	1331.61	7525	0	4
2018.04.03	17:45:00	1331.61	1331.63	1328.92	1329.43	9287	0	4
2018.04.03	18:00:00	1329.43	1330.78	1329.25	1330.00	6993	0	4
2018.04.03	18:15:00	1330.00	1331.37	1329.77	1331.05	5677	0	4
2018.04.03	18:30:00	1331.05	1332.80	1330.88	1331.50	5900	0	4
2018.04.03	18:45:00	1331.51	1332.35	1331.21	1332.08	4867	0	4
2018.04.03	19:00:00	1332.11	1332.55	1331.60	1332.02	4273	0	4
2018.04.03	19:15:00	1332.02	1333.86	1332.00	1333.81	4975	0	4
2018.04.03	19:30:00	1333.80	1334.17	1332.87	1333.20	5078	0	4
2018.04.03	19:45:00	1333.20	1334.05	1333.19	1333.98	3711	0	5
2018.04.03	20:00:00	1333.98	1334.78	1333.87	1334.55	4538	0	4
2018.04.03	20:15:00	1334.55	1334.90	1333.30	1333.44	4682	0	4
2018.04.03	20:30:00	1333.45	1333.63	1332.54	1332.59	3228	0	4
2018.04.03	20:45:00	1332.59	1332.81	1331.69	1331.84	3635	0	4
2018.04.03	21:00:00	1331.79	1332.72	1331.75	1332.37	3487	0	4
2018.04.03	21:15:00	1332.36	1333.25	1332.14	1332.79	3309	0	4
2018.04.03	21:30:00	1332.79	1333.55	1332.52	1333.51	3225	0	4
2018.04.03	21:45:00	1333.51	1333.60	1332.17	1332.31	6057	0	4
2018.04.03	22:00:00	1332.26	1332.32	1330.23	1331.21	6271	0	6
2018.04.03	22:15:00	1331.20	1331.41	1330.22	1330.43	4591	0	6
2018.04.03	22:30:00	1330.43	1331.19	1330.34	1330.79	3976	0	6
2018.04.03	22:45:00	1330.78	1331.72	1330.48	1331.59	4140	0	6
2018.04.03	23:00:00	1331.59	1332.82	1331.59	1332.67	1797	0	6
2018.04.03	23:15:00	1332.73	1332.91	1332.57	1332.65	771	0	6
2018.04.03	23:30:00	1332.65	1332.67	1332.01	1332.12	752	0	7
2018.04.03	23:45:00	1332.11	1332.81	1331.94	1332.77	1039	0	6
2018.04.04	01:00:00	1332.57	1332.95	1332.29	1332.91	894	0	12
2018.04.04	01:15:00	1332.90	1333.31	1332.70	1333.28	599	0	7
2018.04.04	01:30:00	1333.29	1333.39	1332.70	1332.96	485	0	6
2018.04.04	01:45:00	1332.94	1333.51	1332.92	1333.31	641	0	6
2018.04.04	02:00:00	1333.30	1333.32	1332.93	1333.05	568	0	8
2018.04.04	02:15:00	1333.04	1333.05	1332.49	1332.54	614	0	6
2018.04.04	02:30:00	1332.56	1332.98	1332.45	1332.96	1021	0	6
2018.04.04	02:45:00	1332.92	1333.49	1332.92	1333.21	1508	0	6
2018.04.04	03:00:00	1333.20	1333.58	1332.46	1332.47	2400	0	6
2018.04.04	03:15:00	1332.47	1332.94	1332.02	1332.73	2216	0	6
2018.04.04	03:30:00	1332.72	1332.75	1331.52	1331.57	2683	0	6
2018.04.04	03:45:00	1331.56	1332.65	1331.53	1332.54	2902	0	6
2018.04.04	04:00:00	1332.54	1333.32	1332.08	1333.17	3094	0	6
2018.04.04	04:15:00	1333.17	1333.23	1331.93	1332.09	2324	0	6
2018.04.04	04:30:00	1332.09	1332.75	1331.95	1332.45	2707	0	6
2018.04.04	04:45:00	1332.44	1333.08	1332.27	1333.06	2421	0	6
2018.04.04	05:00:00	1333.03	1334.35	1333.01	1334.30	3378	0	6
2018.04.04	05:15:00	1334.30	1334.48	1333.95	1334.16	2526	0	6
2018.04.04	05:30:00	1334.16	1334.61	1333.71	1334.51	2292	0	7
2018.04.04	05:45:00	1334.55	1335.01	1334.38	1334.70	1626	0	6
2018.04.04	06:00:00	1334.70	1334.70	1334.08	1334.19	1906	0	6
2018.04.04	06:15:00	1334.19	1334.33	1333.90	1333.95	1301	0	6
2018.04.04	06:30:00	1333.97	1335.07	1333.94	1334.71	1951	0	6
2018.04.04	06:45:00	1334.70	1335.15	1334.54	1334.65	2007	0	6
2018.04.04	07:00:00	1334.65	1334.79	1334.48	1334.59	1113	0	6
2018.04.04	07:15:00	1334.59	1335.34	1334.59	1335.26	1158	0	6
2018.04.04	07:30:00	1335.30	1335.92	1335.14	1335.44	1693	0	6
2018.04.04	07:45:00	1335.44	1335.92	1335.18	1335.18	1530	0	6
2018.04.04	08:00:00	1335.19	1335.72	1334.59	1334.59	1754	0	6
2018.04.04	08:15:00	1334.59	1334.84	1333.83	1333.88	1928	0	6
2018.04.04	08:30:00	1333.89	1334.23	1333.04	1333.80	2699	0	6
2018.04.04	08:45:00	1333.80	1334.72	1333.80	1334.56	2246	0	4
2018.04.04	09:00:00	1334.55	1334.61	1333.71	1333.99	3119	0	4
2018.04.04	09:15:00	1333.96	1334.22	1333.58	1334.04	2911	0	4
2018.04.04	09:30:00	1334.05	1334.73	1334.02	1334.07	2281	0	4
2018.04.04	09:45:00	1334.06	1334.49	1333.96	1334.38	2577	0	4
2018.04.04	10:00:00	1334.38	1336.21	1334.23	1335.98	4586	0	4
2018.04.04	10:15:00	1335.97	1336.06	1335.19	1335.93	4148	0	4
2018.04.04	10:30:00	1335.91	1338.63	1335.66	1338.33	5856	0	4
2018.04.04	10:45:00	1338.34	1339.98	1338.27	1339.61	8263	0	4
2018.04.04	11:00:00	1339.61	1343.59	1339.58	1342.35	8902	0	4
2018.04.04	11:15:00	1342.36	1345.07	1342.29	1343.33	7864	0	4
2018.04.04	11:30:00	1343.33	1343.71	1341.20	1342.40	6957	0	4
2018.04.04	11:45:00	1342.40	1342.95	1341.97	1342.09	3951	0	4
2018.04.04	12:00:00	1342.07	1344.32	1342.00	1343.50	4961	0	4
2018.04.04	12:15:00	1343.50	1344.10	1342.91	1343.01	3301	0	4
2018.04.04	12:30:00	1343.02	1343.91	1342.90	1343.81	2625	0	4
2018.04.04	12:45:00	1343.81	1344.19	1342.80	1342.87	3346	0	4
2018.04.04	13:00:00	1342.87	1343.77	1342.87	1343.69	3321	0	4
2018.04.04	13:15:00	1343.68	1344.75	1341.88	1343.32	6317	0	4
2018.04.04	13:30:00	1343.32	1343.44	1341.89	1342.94	4453	0	4
2018.04.04	13:45:00	1342.95	1343.37	1342.41	1342.92	3326	0	4
2018.04.04	14:00:00	1342.90	1344.39	1342.50	1344.37	4496	0	4
2018.04.04	14:15:00	1344.37	1344.39	1343.10	1343.12	3616	0	4
2018.04.04	14:30:00	1343.13	1344.27	1342.83	1344.04	3516	0	4
2018.04.04	14:45:00	1344.05	1347.17	1343.36	1346.78	5261	0	4
2018.04.04	15:00:00	1346.78	1347.18	1344.17	1344.33	5282	0	4
2018.04.04	15:15:00	1344.37	1347.75	1342.79	1346.24	8128	0	4
2018.04.04	15:30:00	1346.24	1347.05	1346.05	1346.22	5040	0	4
2018.04.04	15:45:00	1346.23	1348.26	1346.05	1347.19	5885	0	4
2018.04.04	16:00:00	1347.17	1347.60	1343.98	1344.01	6502	0	4
2018.04.04	16:15:00	1344.01	1345.02	1342.47	1344.39	6347	0	4
2018.04.04	16:30:00	1344.45	1344.86	1341.40	1342.30	9901	0	4
2018.04.04	16:45:00	1342.27	1343.59	1341.69	1342.05	7153	0	4
2018.04.04	17:00:00	1342.00	1342.82	1339.73	1340.90	9567	0	4
2018.04.04	17:15:00	1340.98	1341.85	1340.47	1341.71	6881	0	4
2018.04.04	17:30:00	1341.71	1342.10	1340.31	1341.19	6912	0	4
2018.04.04	17:45:00	1341.18	1341.24	1334.98	1336.01	10657	0	4
2018.04.04	18:00:00	1336.01	1337.96	1335.78	1337.09	6940	0	4
2018.04.04	18:15:00	1337.12	1337.15	1334.71	1335.52	7289	0	4
2018.04.04	18:30:00	1335.50	1335.83	1334.88	1335.59	5541	0	4
2018.04.04	18:45:00	1335.60	1335.76	1334.18	1334.54	4685	0	4
2018.04.04	19:00:00	1334.55	1335.27	1334.08	1334.51	5217	0	4
2018.04.04	19:15:00	1334.55	1335.18	1334.23	1335.15	4089	0	4
2018.04.04	19:30:00	1335.15	1336.38	1335.11	1336.21	4087	0	4
2018.04.04	19:45:00	1336.21	1337.21	1336.11	1336.36	4172	0	4
2018.04.04	20:00:00	1336.36	1337.23	1336.08	1337.06	3819	0	4
2018.04.04	20:15:00	1337.06	1337.11	1335.77	1336.29	4644	0	4
2018.04.04	20:30:00	1336.30	1336.55	1335.67	1336.49	3344	0	4
2018.04.04	20:45:00	1336.48	1336.87	1336.18	1336.19	3240	0	4
2018.04.04	21:00:00	1336.19	1336.19	1333.74	1334.17	3304	0	4
2018.04.04	21:15:00	1334.12	1334.55	1332.46	1332.96	4671	0	4
2018.04.04	21:30:00	1333.01	1334.35	1332.24	1333.83	4119	0	4
2018.04.04	21:45:00	1333.84	1334.04	1333.19	1333.51	3367	0	4
2018.04.04	22:00:00	1333.51	1334.20	1333.40	1333.63	3536	0	6
2018.04.04	22:15:00	1333.64	1333.84	1332.92	1332.99	3417	0	6
2018.04.04	22:30:00	1333.01	1333.49	1332.72	1333.27	3385	0	6
